bnf_key,bnf_code_branded,bnf_name_branded,drug_dressing_appliances_branded,form_branded,dosage_branded,chem_name_branded,nic_sum_branded,items_sum_branded,nic_per_item_branded,bnf_code_generic,bnf_name_generic,drug_dressing_appliances_generic,form_generic,dosage_generic,chem_name_generic,nic_sum_generic,items_sum_generic,nic_per_item_generic,diff_branded_to_generic
090402000A0,090402000BBAWA0,Fresubin Orig Fibre_Liq (Neutral),Fresubin Orig Fibre,Liq,(Neutral),Enteral Nutrition,708.5799999999999,5,141.71599999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBCEA0,Peptamen_Liq Diet (Vanilla),Peptamen,Liq,Diet (Vanilla),Enteral Nutrition,521.24,5,104.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBDTA0,Nutrison_Soya,Nutrison,Soya,NA,Enteral Nutrition,1424.94,5,284.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBHBA0,Nutrison Pack_Soya,Nutrison Pack,Soya,NA,Enteral Nutrition,1639.5800000000002,5,327.91600000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBHGA0,Survimed OPD_Liq (Neutral),Survimed OPD,Liq,(Neutral),Enteral Nutrition,853.76,5,170.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBKGA0,Resource_Energy Liq (Banana),Resource,Energy,Liq (Banana),Enteral Nutrition,376.68,5,75.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBKJA0,Resource_Energy Liq (Vanilla),Resource,Energy,Liq (Vanilla),Enteral Nutrition,146.70999999999998,5,29.341999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBKTA0,Calshake_Pdr Sach 87g (Sbery),Calshake,Pdr,Sach 87g (Sbery),Enteral Nutrition,460.46000000000004,5,92.09200000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBKUA0,Calshake_Pdr Sach 90g (Choc),Calshake,Pdr,Sach 90g (Choc),Enteral Nutrition,194.81,5,38.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBMQA0,Frebini_Orig Fibre Liq Feed,Frebini,Orig,Fibre Liq Feed,Enteral Nutrition,1486.25,5,297.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBPIA0,Forticare_Liq (Cappuccino),Forticare,Liq,(Cappuccino),Enteral Nutrition,253.8,5,50.760000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBRSA0,Ensure Plus_Savoury Liq Feed,Ensure Plus,Savoury,Liq Feed,Enteral Nutrition,180.93,5,36.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBTKA0,Peptamen AF_Liq,Peptamen AF,Liq,NA,Enteral Nutrition,2080,5,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBTUA0,Fresubin YOcreme_Dessert (Raspberry),Fresubin YOcreme,Dessert,(Raspberry),Enteral Nutrition,97.92,5,19.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBTVA0,Fresubin YOcreme_Dessert (Biscuit),Fresubin YOcreme,Dessert,(Biscuit),Enteral Nutrition,267.24,5,53.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBUZA0,Altraplen Protein_Liq (Vanilla),Altraplen Protein,Liq,(Vanilla),Enteral Nutrition,283.02000000000004,5,56.604000000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBVLA0,Renastart_Pdr,Renastart,Pdr,NA,Enteral Nutrition,977.2,5,195.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBWHA0,Fresubin 2kcal Creme_Dessert (Choc),Fresubin 2kcal Creme,Dessert,(Choc),Enteral Nutrition,208.07999999999998,5,41.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBWMA0,Meritene Energis_Pdr Sach 30g (Choc),Meritene Energis,Pdr,Sach 30g (Choc),Enteral Nutrition,214.69,5,42.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBWQA0,Meritene Energis_Soup Pdr Sach 50g (Veg),Meritene Energis,Soup,Pdr Sach 50g (Veg),Enteral Nutrition,91.27000000000001,5,18.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBXFA0,SLO Milkshake+2_Pdr Sach 50g (Choc),SLO Milkshake+2,Pdr,Sach 50g (Choc),Enteral Nutrition,188.16,5,37.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBXSA0,Renapro_Shot Btl 60ml,Renapro,Shot,Btl 60ml,Enteral Nutrition,2688,5,537.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090602700A0,090602700BBDAA0,Numark_Vit B Comp Tab,Numark,Vit,B Comp Tab,Other Vitamin B Compound Preps,0.35,5,0.06999999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0906040C0AA,0906040C0BBAAAA,Rocaltrol_Cap 250ng,Rocaltrol,Cap,250ng,Calcitriol,43.29,5,8.658,0906040C0AAAAAA,Calcitriol_Cap 250ng,Calcitriol,Cap,250ng,Calcitriol,1155.58,150,7.703866666666666,0.9541333333333331
0906040G0BI,0906040G0BWALBI,SunVit-D3_Cap 400u,SunVit-D3,Cap,400u,Colecalciferol,13.79,5,2.758,0906040G0AABIBI,Colecal_Cap 400u,Colecal,Cap,400u,Colecalciferol,1158.43,357,3.244901960784314,-0.4869019607843139
0906040G0CP,0906040G0CHACCP,Aciferol D3_Tab 2 200u,Aciferol D3,Tab,2 200u,Colecalciferol,85.49,5,17.098,0906040G0AACPCP,Colecal_Tab 2 200u,Colecal,Tab,2 200u,Colecalciferol,130.51999999999998,15,8.701333333333332,8.3966666666666665
090607000A0,090607000BBLPA0,Healthy Start_Women's Vitamin Tab,Healthy Start,Women's,Vitamin Tab,Other Multivitamin Preps,5.54,5,1.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
091000000A0,091000000BBRUA0,Vega_Calc Plus Vit D Tab,Vega,Calc,Plus Vit D Tab,Other Comp Vit/Mineral Formulation Preps,5.52,5,1.1039999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
091000000A0,091000000BBSXA0,Antox Version 1.2_Tab,Antox Version 1.2,Tab,NA,Other Comp Vit/Mineral Formulation Preps,277.16,5,55.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
091000000A0,091000000BBWIA0,Centrum Chble_Tab (Fruity),Centrum Chble,Tab,(Fruity),Other Comp Vit/Mineral Formulation Preps,76.48,5,15.296000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
091104000A0,091104000BBKVA0,Lepicol_Pdr,Lepicol,Pdr,NA,Other Digestive Aid Preps,51.6,5,10.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1001010AGAB,1001010AGBBABAB,Voltarol Rapid_Tab 50mg,Voltarol Rapid,Tab,50mg,Diclofenac Potassium,51.61,5,10.322,1001010AGAAABAB,Diclofenac Pot_Tab 50mg,Diclofenac Pot,Tab,50mg,Diclofenac Potassium,868.07,57,15.229298245614036,-4.907298245614037
1001010C0AA,1001010C0BBACAA,Voltarol_Inj I/M 25mg/ml 3ml Amp,Voltarol,Inj,I/M 25mg/ml 3ml Amp,Diclofenac Sodium,4.95,5,0.99,1001010C0AAAAAA,Diclofenac Sod_Inj 25mg/ml 3ml Amp,Diclofenac Sod,Inj,25mg/ml 3ml Amp,Diclofenac Sodium,42.6,13,3.276923076923077,-2.2869230769230766
1001010C0AL,1001010C0BSAAAL,Volsaid Ret 75_Tab 75mg,Volsaid Ret 75,Tab,75mg,Diclofenac Sodium,67.86,5,13.572,1001010C0AAALAL,Diclofenac Sod_Tab 75mg M/R,Diclofenac Sod,Tab,75mg M/R,Diclofenac Sodium,2252.1,203,11.094088669950738,2.4779113300492615
1001010L0AJ,1001010L0BDABAJ,Oruvail 200_Cap 200mg,Oruvail 200,Cap,200mg,Ketoprofen,238.5,5,47.7,1001010L0AAAJAJ,Ketoprofen_Cap 200mg M/R,Ketoprofen,Cap,200mg M/R,Ketoprofen,810.9000000000001,23,35.25652173913044,12.443478260869561
1001010N0AA,1001010N0BBAAAA,Ponstan_Cap 250mg,Ponstan,Cap,250mg,Mefenamic Acid,39.22,5,7.843999999999999,1001010N0AAAAAA,Mefenamic Acid_Cap 250mg,Mefenamic Acid,Cap,250mg,Mefenamic Acid,3663.35,250,14.6534,-6.8094
1001010N0AD,1001010N0BBABAD,Ponstan Fte_Tab 500mg,Ponstan Fte,Tab,500mg,Mefenamic Acid,48.72,5,9.744,1001010N0AAADAD,Mefenamic Acid_Tab 500mg,Mefenamic Acid,Tab,500mg,Mefenamic Acid,41221.75,786,52.44497455470738,-42.70097455470738
1001010P0AH,1001010P0BCAGAH,Naprosyn EC_Tab 250mg,Naprosyn EC,Tab,250mg,Naproxen,25.740000000000002,5,5.148000000000001,1001010P0AAAHAH,Naproxen_Tab E/C 250mg,Naproxen,Tab,E/C 250mg,Naproxen,2339.39,1042,2.245095969289827,2.9029040307101734
1001010P0AI,1001010P0BCAIAI,Naprosyn EC_Tab 500mg,Naprosyn EC,Tab,500mg,Naproxen,42.800000000000004,5,8.56,1001010P0AAAIAI,Naproxen_Tab E/C 500mg,Naproxen,Tab,E/C 500mg,Naproxen,6834.32,1637,4.174905314599878,4.385094685400123
1001030C0AA,1001030C0BCAAAA,Quinoric_Tab 200mg,Quinoric,Tab,200mg,Hydroxychloroquine Sulfate,25.97,5,5.194,1001030C0AAAAAA,Hydroxychlor Sulf_Tab 200mg,Hydroxychlor Sulf,Tab,200mg,Hydroxychloroquine Sulfate,21273.1,5437,3.9126540371528415,1.2813459628471584
1103030C0AA,1103030C0BBAAAA,Zovirax_Ophth Oint 3%,Zovirax,Ophth,Oint 3%,Aciclovir,46.7,5,9.34,1103030C0AAAAAA,Aciclovir_Eye Oint 3%,Aciclovir,Eye,Oint 3%,Aciclovir,597.76,59,10.131525423728814,-0.7915254237288138
1104020ACAA,1104020ACBBAAAA,Relestat_Eye Dps 0.5mg/ml,Relestat,Eye,Dps 0.5mg/ml,Epinastine Hydrochloride,59.4,5,11.879999999999999,1104020ACAAAAAA,Epinastine HCl_Eye Dps 0.5mg/ml,Epinastine HCl,Eye,Dps 0.5mg/ml,Epinastine Hydrochloride,138.6,14,9.9,1.9799999999999986
1105000E0AF,1105000E0BBABAF,Minims_Cyclopentolate HCl 1% Ud P/F,Minims,Cyclopentolate,HCl 1% Ud P/F,Cyclopentolate Hydrochloride,303.68,5,60.736000000000004,1105000E0AAAFAF,Cyclopentolate HCl_Eye Dps 1% Ud,Cyclopentolate HCl,Eye,Dps 1% Ud,Cyclopentolate Hydrochloride,192.72,8,24.09,36.646
1106000T0AB,1106000T0BBABAB,Betagan_Eye Dps 0.5% 0.4ml Ud P/F,Betagan,Eye,Dps 0.5% 0.4ml Ud P/F,Levobunolol Hydrochloride,119.76,5,23.952,1106000T0AAABAB,Levobunolol HCl_Eye Dps 0.5% 0.4ml Ud,Levobunolol HCl,Eye,Dps 0.5% 0.4ml Ud,Levobunolol Hydrochloride,528.94,30,17.631333333333334,6.320666666666668
1106000Z0AU,1106000Z0BIABAU,Eysano_Eye Dps 5mg/ml,Eysano,Eye,Dps 5mg/ml,Timolol,48.25,5,9.65,1106000Z0AAAUAU,Timolol_Eye Dps 5mg/ml P/F,Timolol,Eye,Dps 5mg/ml P/F,Timolol,395.65000000000003,34,11.636764705882355,-1.9867647058823543
1203040E0AH,1203040E0BBAHAH,Corsodyl Daily_Mthwsh Cool Mint,Corsodyl Daily,Mthwsh,Cool Mint,Chlorhexidine Gluconate,15.76,5,3.152,1203040E0AAAHAH,ChlorhexGluc/SodFluor_Mthwsh 0.06/0.05%,ChlorhexGluc/SodFluor,Mthwsh,0.06/0.05%,Chlorhexidine Gluconate,9.09,3,3.03,0.12200000000000033
1304000D0BC,1304000D0BBAEBC,Diprosone_Lot 0.05%,Diprosone,Lot,0.05%,Betamethasone Esters,46.8,5,9.36,1304000D0AABCBC,Betameth Diprop_Scalp Lot 0.05%,Betameth Diprop,Scalp,Lot 0.05%,Betamethasone Esters,259.34999999999997,41,6.32560975609756,3.0343902439024397
1304000G0AA,1304000G0BFAAAA,ClobaDerm_Crm 0.05%,ClobaDerm,Crm,0.05%,Clobetasol Propionate,17.07,5,3.414,1304000G0AAAAAA,Clobetasol Prop_Crm 0.05%,Clobetasol Prop,Crm,0.05%,Clobetasol Propionate,5054.96,1028,4.91727626459144,-1.5032762645914395
1304000V0AN,1304000V0BWAAAN,Alphaderm_Top Steroid Crm 1%/10%,Alphaderm,Top,Steroid Crm 1%/10%,Hydrocortisone,39.910000000000004,5,7.982000000000001,1304000V0AAANAN,Hydrocort/Urea_Crm 1%/10%,Hydrocort/Urea,Crm,1%/10%,Hydrocortisone,4.76,1,4.76,3.2220000000000013
1307000M0BS,1307000M0BQAFBS,Scholl_Corn Removal W/R Plastr 40%,Scholl,Corn,Removal W/R Plastr 40%,Salicylic Acid,9.66,5,1.932,1307000M0AABSBS,Salic Acid_Medic Plastr 40%,Salic Acid,Medic,Plastr 40%,Salicylic Acid,28.360000000000003,8,3.5450000000000004,-1.6130000000000004
1308010Z0AB,1308010Z0BBABAB,Picato_Gel 500mcg/g,Picato,Gel,500mcg/g,Ingenol Mebutate,325,5,65,1308010Z0AAABAB,Ingenol Mebutate_Gel 500mcg/g,Ingenol Mebutate,Gel,500mcg/g,Ingenol Mebutate,455,6,75.83333333333333,-10.833333333333329
1310011M0AB,1310011M0BBABAB,Bactroban_Crm 2%,Bactroban,Crm,2%,Mupirocin,31.56,5,6.311999999999999,1310011M0AAABAB,Mupirocin_Crm 2%,Mupirocin,Crm,2%,Mupirocin,294.56,44,6.694545454545454,-0.38254545454545497
131002030AD,131002030BBAEAD,Lamisil Once_Soln 1%,Lamisil Once,Soln,1%,Terbinafine Hydrochloride,39.9,5,7.9799999999999995,131002030AAADAD,Terbinafine HCl_Soln 1%,Terbinafine HCl,Soln,1%,Terbinafine Hydrochloride,28.5,4,7.125,0.8549999999999995
1310020Z0AE,1310020Z0BCABAE,Mycota_Pdr,Mycota,Pdr,NA,Undecenoates,15.2,5,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1311020L0BN,1311020L0CFAABN,Quinoderm_A-Bact Face Wsh,Quinoderm,A-Bact,Face Wsh,Chlorhexidine Gluconate,13.02,5,2.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140400030AJ,140400030BBAFAJ,Havrix Jnr Monodose_Vac 50u/ml 0.5ml Vl,Havrix Jnr Monodose,Vac,50u/ml 0.5ml Vl,Hepatitis A,83.85,5,16.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1404000W0AD,1404000W0BIAAAD,M-M-RVAXPRO_Vac Pdr + 0.5ml Pfs,M-M-RVAXPRO,Vac,Pdr + 0.5ml Pfs,Measles. Mumps & Rubella Vaccine,55,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502010A0AB,1502010A0BBABAB,Ametop_Gel 4% Dispensing Pack,Ametop,Gel,4% Dispensing Pack,Tetracaine,92.69999999999999,5,18.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190205500A0,190205500BCPGA0,Octenisan_Antimicrobial Wash Mitts,Octenisan,Antimicrobial,Wash Mitts,Other Toiletry Preps,29.79,5,5.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190500000A0,190500000BBDYA0,MacuShield Gold_Cap,MacuShield Gold,Cap,NA,Other Preparations,104.94,5,20.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191300000A0,191300000BMCHA0,Resource_Thickened Drink Syr (2 Flav),Resource,Thickened,Drink Syr (2 Flav),Other Cordial/Soft Drink Preps,216,5,43.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0101010C0AA,0101010C0BBAAAA,Alu-Cap_Cap 475mg,Alu-Cap,Cap,475mg,Aluminium Hydroxide,43.65,4,10.9125,0101010C0AAAAAA,Alum Hydrox_Cap 475mg,Alum Hydrox,Cap,475mg,Aluminium Hydroxide,42.5,3,14.166666666666666,-3.2541666666666664
0101012B0AB,0101012B0BCAAAB,SodiBic_Oral Soln 420mg/5ml,SodiBic,Oral,Soln 420mg/5ml,Sodium Bicarbonate,336.49,4,84.1225,0101012B0AAABAB,Sod Bicarb_Oral Soln 420mg/5ml S/F,Sod Bicarb,Oral,Soln 420mg/5ml S/F,Sodium Bicarbonate,5915.18,19,311.32526315789477,-227.20276315789476
010102100AB,010102100BBABAB,Rennie Deflatine_Tab,Rennie Deflatine,Tab,NA,Compound Alginates&Prop Indigestion Prep,28.47,4,7.1175,010102100AAABAB,Gppe Tab_Rennie Deflatine,Gppe Tab,Rennie,Deflatine,Compound Alginates&Prop Indigestion Prep,23.4,2,11.7,-4.5825
0103050E0AF,0103050E0BDAAAF,Ventra_Cap G/R 20mg,Ventra,Cap,G/R 20mg,Esomeprazole,15.299999999999999,4,3.8249999999999997,0103050E0AAAFAF,Esomeprazole_Cap E/C 20mg,Esomeprazole,Cap,E/C 20mg,Esomeprazole,3976.98,904,4.399314159292035,-0.5743141592920353
0104020L0AD,0104020L0BIAAAD,Norimode_Tab 2mg,Norimode,Tab,2mg,Loperamide Hydrochloride,27.95,4,6.9875,0104020L0AAADAD,Loperamide HCl_Tab 2mg,Loperamide HCl,Tab,2mg,Loperamide Hydrochloride,5985.36,640,9.352125,-2.3646249999999993
0105020E0AB,0105020E0BBABAB,Predsol_Retention Enem 20mg/100ml,Predsol,Retention,Enem 20mg/100ml,Prednisolone Sodium Phosphate,90,4,22.5,0105020E0AAABAB,Prednisolone Sod Phos_Enem 20mg/100ml,Prednisolone Sod Phos,Enem,20mg/100ml,Prednisolone Sodium Phosphate,277.5,19,14.605263157894736,7.894736842105264
0106020C0AJ,0106020C0BEAAAJ,Fleet_Bisacodyl Enem 10mg/30ml,Fleet,Bisacodyl,Enem 10mg/30ml,Bisacodyl,1293.8,4,323.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0106020I0AH,0106020I0BFABAH,Docusol_Paed Soln 12.5mg/5ml S/F,Docusol,Paed,Soln 12.5mg/5ml S/F,Docusate Sodium,37.39,4,9.3475,0106020I0AAAHAH,Docusate Sod_Oral Soln 12.5mg/5ml S/F,Docusate Sod,Oral,Soln 12.5mg/5ml S/F,Docusate Sodium,297.98,29,10.275172413793104,-0.9276724137931041
0106040M0AI,0106040M0BBAHAI,Movicol_Ready to Take Liq Sach 25ml,Movicol,Ready,to Take Liq Sach 25ml,Macrogol 3350,13.120000000000001,4,3.2800000000000002,0106040M0AAAIAI,Macrogol_Co Liq NPF S/F Sach 25ml,Macrogol,Co,Liq NPF S/F Sach 25ml,Macrogol 3350,18.009999999999998,3,6.003333333333333,-2.7233333333333327
010701000A0,010701000BJBGA0,Preparation H_Oint,Preparation H,Oint,NA,Other Soothing Haemorrhoidal Preps,13.74,4,3.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0109040N0AH,0109040N0BBACAH,Pancrex V 125_Cap 125mg,Pancrex V 125,Cap,125mg,Pancreatin,149.77,4,37.4425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0203020I0AK,0203020I0BBACAK,Tambocor_Tab 50mg,Tambocor,Tab,50mg,Flecainide Acetate,67.88,4,16.97,0203020I0AAAKAK,Flecainide Acet_Tab 50mg,Flecainide Acet,Tab,50mg,Flecainide Acetate,8566.69,1096,7.81632299270073,9.153677007299269
0205020E0AC,0205020E0BBAAAC,Catapres_Tab 0.1mg,Catapres,Tab,0.1mg,Clonidine Hydrochloride,51.77,4,12.9425,0205020E0AAACAC,Clonidine HCl_Tab 100mcg,Clonidine HCl,Tab,100mcg,Clonidine Hydrochloride,1351.76,189,7.152169312169312,5.790330687830688
0205040D0AA,0205040D0BBAAAA,Cardura_Tab 1mg,Cardura,Tab,1mg,Doxazosin Mesilate,55.44,4,13.86,0205040D0AAAAAA,Doxazosin Mesil_Tab 1mg,Doxazosin Mesil,Tab,1mg,Doxazosin Mesilate,4447.88,4070,1.092845208845209,12.767154791154791
0205040D0AB,0205040D0BBABAB,Cardura_Tab 2mg,Cardura,Tab,2mg,Doxazosin Mesilate,168.96,4,42.24,0205040D0AAABAB,Doxazosin Mesil_Tab 2mg,Doxazosin Mesil,Tab,2mg,Doxazosin Mesilate,6297.68,7544,0.8347932131495228,41.40520678685048
0205051F0AE,0205051F0BCABAE,Capoten_Tab 25mg,Capoten,Tab,25mg,Captopril,47.339999999999996,4,11.834999999999999,0205051F0AAAEAE,Captopril_Tab 25mg,Captopril,Tab,25mg,Captopril,88.41,121,0.7306611570247934,11.104338842975206
0205052W0AC,0205052W0BBACAC,Teveten_Tab 600mg,Teveten,Tab,600mg,Eprosartan,85.86,4,21.465,0205052W0AAACAC,Eprosartan_Tab 600mg,Eprosartan,Tab,600mg,Eprosartan,2557.23,137,18.665912408759123,2.799087591240877
0206010F0BH,0206010F0BUAABH,Minitran 5_Patch,Minitran 5,Patch,NA,Glyceryl Trinitrate,68.94999999999999,4,17.237499999999997,0206010F0AABHBH,Glyceryl Trinit_Patch 5mg/24hrs,Glyceryl Trinit,Patch,5mg/24hrs,Glyceryl Trinitrate,1209.43,97,12.468350515463918,4.769149484536079
0206010F0BI,0206010F0BUABBI,Minitran 10_Patch,Minitran 10,Patch,NA,Glyceryl Trinitrate,64.35,4,16.0875,0206010F0AABIBI,Glyceryl Trinit_Patch 10mg/24hrs,Glyceryl Trinit,Patch,10mg/24hrs,Glyceryl Trinitrate,636.71,37,17.20837837837838,-1.1208783783783822
0206010K0AE,0206010K0CCADAE,Monosorb XL 60_Tab 60mg (Almus),Monosorb XL 60,Tab,60mg (Almus),Isosorbide Mononitrate,42.22,4,10.555,0206010K0AAAEAE,Isosorbide Mononit_Tab 60mg M/R,Isosorbide Mononit,Tab,60mg M/R,Isosorbide Mononitrate,15891.73,1728,9.19660300925926,1.35839699074074
0206020F0AC,0206020F0BIABAC,Vascalpha_Tab 10mg M/R (Actavis),Vascalpha,Tab,10mg M/R (Actavis),Felodipine,57.78,4,14.445,0206020F0AAACAC,Felodipine_Tab 10mg M/R,Felodipine,Tab,10mg M/R,Felodipine,26947.86,3802,7.087811678064177,7.357188321935824
0206020F0AD,0206020F0BLAEAD,Neofel XL_Tab 2.5mg (Almus),Neofel XL,Tab,2.5mg (Almus),Felodipine,11.05,4,2.7625,0206020F0AAADAD,Felodipine_Tab 2.5mg M/R,Felodipine,Tab,2.5mg M/R,Felodipine,35191.87,4459,7.89232339089482,-5.12982339089482
0206020R0AE,0206020R0CBACAE,Nifedipress MR 10_Tab 10mg (Teva UK),Nifedipress MR 10,Tab,10mg (Teva UK),Nifedipine,16.16,4,4.04,0206020R0AAAEAE,Nifedipine_Tab 10mg M/R,Nifedipine,Tab,10mg M/R,Nifedipine,1956.5,242,8.084710743801653,-4.0447107438016525
0206020T0AH,0206020T0BMACAH,Vera-Til SR_Tab 240mg (Actavis),Vera-Til SR,Tab,240mg (Actavis),Verapamil Hydrochloride,32.5,4,8.125,0206020T0AAAHAH,Verapamil HCl_Tab 240mg M/R,Verapamil HCl,Tab,240mg M/R,Verapamil Hydrochloride,4435.13,609,7.28264367816092,0.8423563218390804
0206030N0AA,0206030N0BBAAAA,Ikorel_Tab 10mg,Ikorel,Tab,10mg,Nicorandil,30.84,4,7.71,0206030N0AAAAAA,Nicorandil_Tab 10mg,Nicorandil,Tab,10mg,Nicorandil,12548.84,3729,3.36520246714937,4.34479753285063
0206030Z0AA,0206030Z0BBAAAA,Ranexa_Tab 375mg M/R,Ranexa,Tab,375mg M/R,Ranolazine,192.64999999999998,4,48.162499999999994,0206030Z0AAAAAA,Ranolazine_Tab 375mg M/R,Ranolazine,Tab,375mg M/R,Ranolazine,33915.06,755,44.920609271523176,3.241890728476818
0206030Z0AB,0206030Z0BBABAB,Ranexa_Tab 500mg M/R,Ranexa,Tab,500mg M/R,Ranolazine,244.89999999999998,4,61.224999999999994,0206030Z0AAABAB,Ranolazine_Tab 500mg M/R,Ranolazine,Tab,500mg M/R,Ranolazine,21733.93,517,42.038549323017406,19.186450676982588
0206030Z0AC,0206030Z0BBACAC,Ranexa_Tab 750mg M/R,Ranexa,Tab,750mg M/R,Ranolazine,186.10999999999999,4,46.527499999999996,0206030Z0AAACAC,Ranolazine_Tab 750mg M/R,Ranolazine,Tab,750mg M/R,Ranolazine,8190.19,198,41.36459595959596,5.162904040404037
0208010D0AE,0208010D0BDAEAE,Enoxaparin Becat_Inj 100mg/1ml Pfs,Enoxaparin Becat,Inj,100mg/1ml Pfs,Enoxaparin,159.06,4,39.765,0208010D0AAAEAE,Enoxaparin_Inj 100mg/ml 1ml Pfs,Enoxaparin,Inj,100mg/ml 1ml Pfs,Enoxaparin,6788.97,51,133.11705882352942,-93.35205882352942
0208010L0AF,0208010L0BBAFAF,Fragmin_Inj 25 000u/ml 0.4ml Pfs,Fragmin,Inj,25 000u/ml 0.4ml Pfs,Dalteparin Sodium,220.19,4,55.0475,0208010L0AAAFAF,Dalteparin Sod_Inj 25 000u/ml 0.4ml Pfs,Dalteparin Sod,Inj,25 000u/ml 0.4ml Pfs,Dalteparin Sodium,6470.34,51,126.86941176470589,-71.82191176470589
0208010L0AI,0208010L0BBAIAI,Fragmin_Inj 25 000u/ml 0.72ml Pfs,Fragmin,Inj,25 000u/ml 0.72ml Pfs,Dalteparin Sodium,162.62,4,40.655,0208010L0AAAIAI,Dalteparin Sod_Inj 25 000u/ml 0.72ml Pfs,Dalteparin Sod,Inj,25 000u/ml 0.72ml Pfs,Dalteparin Sodium,15713.56,99,158.7228282828283,-118.06782828282829
0208010L0AK,0208010L0BBAKAK,Fragmin_Inj 25 000u/ml 0.3ml Pfs,Fragmin,Inj,25 000u/ml 0.3ml Pfs,Dalteparin Sodium,338.72,4,84.68,0208010L0AAAKAK,Dalteparin Sod_Inj 25 000u/ml 0.3ml Pfs,Dalteparin Sod,Inj,25 000u/ml 0.3ml Pfs,Dalteparin Sodium,5876.76,44,133.56272727272727,-48.882727272727266
0208020Y0AA,0208020Y0BBAAAA,Xarelto_Tab 10mg,Xarelto,Tab,10mg,Rivaroxaban,205.2,4,51.3,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg,Rivaroxaban,Tab,10mg,Rivaroxaban,14689.8,262,56.067938931297704,-4.7679389312977065
0209000A0AK,0209000A0BLAAAK,Micropirin EC_Tab 75mg,Micropirin EC,Tab,75mg,Aspirin,14.44,4,3.61,0209000A0AAAKAK,Aspirin_Tab E/C 75mg,Aspirin,Tab,E/C 75mg,Aspirin,8611.93,15255,0.5645316289741069,3.045468371025893
0212000AAAC,0212000AABBACAC,Crestor_Tab 40mg,Crestor,Tab,40mg,Rosuvastatin Calcium,148.45000000000002,4,37.112500000000004,0212000AAAAACAC,Rosuvastatin Calc_Tab 40mg,Rosuvastatin Calc,Tab,40mg,Rosuvastatin Calcium,1830,538,3.4014869888475836,33.71101301115242
0212000P0AD,0212000P0BBADAD,Lipantil Micro 267_Cap 267mg,Lipantil Micro 267,Cap,267mg,Fenofibrate,87,4,21.75,0212000P0AAADAD,Fenofibrate_Cap 267mg (Micronised),Fenofibrate,Cap,267mg (Micronised),Fenofibrate,3616.89,660,5.480136363636364,16.269863636363638
